Timestamp,Cliente,Ambiente,Sección,Descripción,Versión,P95 (ms) actual,P95 (ms) histórico,Porcentaje de mejora/empeora
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Analizar la especie  BDC28,v1.42.0,2609.5,3536.0,26.2
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Analizar la especie AL30 ,v1.42.0,3054.75,3400.6,10.17
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Analizar la especie PNRCO,v1.42.0,2550.75,3549.2,28.13
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Analizar la especie TX28,v1.42.0,2155.25,2268.8,5.0
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie AL30,v1.42.0,18957.0,20933.0,9.44
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie BDC28,v1.42.0,18698.0,33021.8,43.38
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie PNRCO,v1.42.0,17994.25,23183.2,22.38
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie TX28,v1.42.0,13823.25,15208.6,9.11
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Ingresar al Home,v1.42.0,8772.75,10170.4,13.74
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie  AL30,v1.42.0,708.75,772.6,8.26
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie BDC28,v1.42.0,1564.5,1009.0,-55.05
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie PNRCO,v1.42.0,814.0,2958.8,72.49
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie TX28,v1.42.0,5243.5,2251.6,-132.88
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie AL30,v1.42.0,10867.5,11490.2,5.42
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie BDC28,v1.42.0,9915.75,14321.2,30.76
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie PNRCO,v1.42.0,5127.75,6241.0,17.84
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie TX28,v1.42.0,10161.5,11835.0,14.14
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Simular inversión de la especie AL30,v1.42.0,2733.75,4179.4,34.59
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Simular inversión de la especie BDC28,v1.42.0,13512.5,28653.8,52.84
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Simular inversión de la especie PNRCO,v1.42.0,8532.25,20137.0,57.63
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Simular inversión de la especie TX28,v1.42.0,3283.0,4991.8,34.23
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Analizar,Validaciones en la pestaña General de la especie PNRCO,v1.42.0,498.75,1685.8,70.41
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Arbitraje,Arbitraje de las especies AL30 y TX28,v1.42.0,12165.75,14077.4,13.58
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Arbitraje,Ingresar al menú Arbitraje,v1.42.0,972.75,1062.4,8.44
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Arbitraje,"Navegabilidad entre las pestañas Paridad, Inversión y Scatter",v1.42.0,14258.75,19775.6,27.9
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Calculadora,"Editar P. Simulado, de la primera simulación",v1.42.0,11321.25,11518.2,1.71
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Calculadora,Editar la TIR de la primera simulación,v1.42.0,3355.5,3379.2,0.7
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Calculadora,Eliminar todas las simulaciones,v1.42.0,278.5,340.4,18.18
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Calculadora,Ingresar al menú Calculadora,v1.42.0,6254.25,6552.6,4.55
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Calculadora,Simular inversiones de la especie AL30,v1.42.0,101012.0,104785.0,3.6
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Comparar,Eliminar las especies AL30 y TX28,v1.42.0,5003.25,5812.4,13.92
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Comparar,Ingresar al menú Comparar,v1.42.0,927.5,965.6,3.95
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Comparar,Ir a Condiciones de Emisión,v1.42.0,1345.0,2270.4,40.76
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Comparar,Navegabilidad por pestañas gráficas,v1.42.0,8386.25,12810.8,34.54
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Comparar,Realizar comparativa entre las especies AL30 y TX28,v1.42.0,14678.75,22799.4,35.62
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingresar a la pestaña Internacionales,v1.42.0,670.0,517.0,-29.59
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingresar al menú Curvas,v1.42.0,6808.25,6813.6,0.08
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva BCRA - BOPREALs - USD,v1.42.0,1799.0,2002.8,10.18
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Brasil - Soberanos - Bonos Globales - USD,v1.42.0,39794.0,39004.4,-2.02
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Chile - Soberanos - Bonos Globales - USD,v1.42.0,26552.25,37872.4,29.89
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Colombia - Soberanos - Bonos Globales - USD,v1.42.0,28246.75,69025.4,59.08
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Corporativos - ONs Dollar Linked - ARS,v1.42.0,27699.0,17372.8,-59.44
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Estados Unidos - Soberanos - Treasury Notes/Bonds - USD,v1.42.0,14926.75,20397.2,26.82
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Mexico - Soberanos - Bonos Globales - USD,v1.42.0,70966.25,76364.6,7.07
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Paraguay - Soberanos - Bonos Globales - USD,v1.42.0,17084.0,41908.2,59.23
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Soberanos - Letras del Tesoro Capitalizables (LECAP) - ARS,v1.42.0,2796.75,2419.2,-15.61
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Soberanos - Ley Argentina - USD,v1.42.0,1866.25,1738.6,-7.34
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso a la curva Soberanos - Tasa Fija + CER - ARS,v1.42.0,2002.75,2327.4,13.95
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,"Ingreso a la pestaña ""BCRA""",v1.42.0,163.5,160.4,-1.93
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,"Ingreso a la pestaña ""Corporativos""",v1.42.0,177.25,176.0,-0.71
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,"Ingreso a la pestaña ""Soberanos""",v1.42.0,248.0,308.2,19.53
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,"Ingreso a la pestaña ""SubSoberanos""",v1.42.0,161.75,177.4,8.82
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso en la pestaña Análisis online de la curva de: BCRA - BOPREALs - USD,v1.42.0,5129.5,5092.0,-0.74
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso en la pestaña Análisis online de la curva de: Corporativos - ONs Dollar Linked - ARS,v1.42.0,15678.25,9653.2,-62.42
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso en la pestaña Análisis online de la curva de: Soberanos - Letras del Tesoro Capitalizables (LECAP) - ARS,v1.42.0,6698.25,10693.2,37.36
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso en la pestaña Análisis online de la curva de: Soberanos - Ley Argentina - USD,v1.42.0,20228.5,5193.0,-289.53
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Curvas,Ingreso en la pestaña Análisis online de la curva de: Soberanos - Tasa Fija + CER - ARS,v1.42.0,3976.5,8378.4,52.54
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Graficador,Graficar la especie AL30,v1.42.0,4947.75,5985.0,17.33
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Graficador,Graficar todas las curvas,v1.42.0,7435.75,19047.8,60.96
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Graficador,Ingresar al menú Graficador,v1.42.0,6711.25,15409.0,56.45
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Login,Login Abbaco,v1.42.0,18991.75,18561.6,-2.32
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Agregar la cuarta especie al portafolio,v1.42.0,3678.25,4269.2,13.84
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Agregar la primera especie al portafolio,v1.42.0,3746.0,4022.4,6.87
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Agregar la segunda especie al portafolio,v1.42.0,3622.25,3904.6,7.23
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Agregar la tercera especie al portafolio,v1.42.0,3853.5,4670.2,17.49
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Crear un nuevo portafolio,v1.42.0,8372.75,8690.2,3.65
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Editar el portafolio,v1.42.0,3306.5,4178.4,20.87
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Eliminar el portafolio,v1.42.0,4991.0,3682.0,-35.55
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Eliminar todas las especies del portafolio,v1.42.0,4360.75,4938.8,11.7
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Ingresar al menú Mis portafolios,v1.42.0,976.0,1136.6,14.13
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Mis portafolios,Navegabilidad entre las pestañas Proyección y Agenda de pagos en el portafolio,v1.42.0,2175.0,2495.2,12.83
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Screener,Búsqueda con filtros en Screener,v1.42.0,8739.0,17182.2,49.14
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Screener,Ingresar al menú Screener,v1.42.0,7109.75,8939.2,20.47
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Sensibilidad,Eliminar escenario,v1.42.0,106.75,121.2,11.92
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Sensibilidad,Eliminar especie,v1.42.0,113.25,123.0,7.93
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Sensibilidad,Ingresar al menú Sensibilidad,v1.42.0,906.5,984.6,7.93
2026-05-13T15:38:15-03:00,AbbacoAR,Production,Sensibilidad,Realizar Análisis de sensibilidad,v1.42.0,7666.75,9414.4,18.56
