Timestamp,Cliente,Ambiente,Versión actual,Versión comparada,Sección,Descripción,P95 (ms) de la versión actual,P95 (ms) de la versión comparada,Porcentaje de mejora/empeora
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Analizar la especie  BDC28,2645.75,4368.0,39.43
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Analizar la especie AL30 ,3248.9,3459.4,6.08
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Analizar la especie PNRCO,2694.25,2520.8,-6.88
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Analizar la especie TX28,2146.45,2292.4,6.37
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie AL30,20021.05,20013.6,-0.04
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie BDC28,28066.65,27121.8,-3.48
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie PNRCO,18274.1,21743.8,15.96
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Armado de escenarios en Análisis de Sensibilidad de la especie TX28,14842.3,16119.8,7.93
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Ingresar al Home,8867.4,10111.8,12.31
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie  AL30,764.05,689.6,-10.8
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie BDC28,1423.5,1033.0,-37.8
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie PNRCO,874.1,1021.8,14.45
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Ingreso a la pestaña Condiciones de Emisión de la especie TX28,3507.1,939.4,-273.33
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie AL30,10635.3,10358.8,-2.67
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie BDC28,9692.25,12281.8,21.08
2026-05-20T15:13:09-03:00,AbbacoAR,Production,v1.42.0,v1.41.0,Analizar,Navegabilidad por los botones TIRs y Paridades Históricas de la especie PNRCO,5131.3,5802.8,11.57
